Transmittal ID,Description,Status,Current Employee,Current Department,Transmitted Employee,Transmitted Department,Last Transaction Date,Last Transaction Time
229,Sealed Envelope - Long - Proposed Job Offer,1,37,DEPT7,20,DEPT2,"January 28, 2021",12:58:50 pm
230,BI REPORT,1,11,DEPT4,3,DEPT2,"January 28, 2021",10:08:11 am
231,BI REPORT FAO: JAMES YALUNG (PAMP.HUB),1,11,DEPT4,3,DEPT2,"January 27, 2021",10:36:54 am
232,approved request to deduct the spl3 balance on last pay,1,13,DEPT5,20,DEPT2,"January 28, 2021",12:59:03 pm
233,STAR/AR: Audit Compliance for 3rd qtr. of 2020,1,35,DEPT6,3,DEPT2,"January 27, 2021",10:37:04 am
234,"DST FAO MATIC, BAUTISTA & DELA CRUZ",3,5,DEPT3,28,DEPT6,"January 29, 2021",11:45:35 am
235,"RFP - MDSoniga - P 17,820.00",1,35,DEPT6,3,DEPT2,"January 27, 2021",3:45:50 pm
236,"ISSUED PDC fAO :1000203945 - SAMSON, EDMON VIERNES AMOUNTING 10,978 #2000000052",1,17,DEPT4,,DEPT3,"January 27, 2021",3:46:00 pm
237,EMPLOYEE WEEKLY PROGRESS REPORT 01.18.21-01.22.21,1,38,DEPT3,3,DEPT2,"January 27, 2021",1:14:40 pm
238,REVISED SCHEDULED LEAVE - LOAN OPERATIONS,1,4,DEPT3,,DEPT2,"January 28, 2021",10:08:00 am
239,PERSONNEL REQUISITION FORM Carlos S. Rivera will be transferred to sales on April 1 2021.,1,37,DEPT7,,DEPT4,"February 04, 2021",8:53:25 am
240,Check number 783973 eastwest,1,36,DEPT6,20,DEPT2,"January 28, 2021",12:59:12 pm
241,atm,0,11,DEPT4,3,DEPT2,"January 27, 2021",3:24:48 pm
242,EastWest ATM Card FAO: Melvin Santiago,1,11,DEPT4,3,DEPT2,"January 28, 2021",10:08:22 am
243,Smart Phone,1,11,DEPT4,,DEPT1,"January 27, 2021",3:28:22 pm
244,"Issued smartphone FAO: MBSantiago/ cp w/ box, sim, phone case & charger.",1,11,DEPT4,,DEPT1,"January 28, 2021",8:43:36 am
246,"rfp for voluntary surrender of unit fao: NULUD,DEMOCRITO",1,37,DEPT7,,DEPT6,"January 29, 2021",9:51:32 am
247,dos/sec cert/id' of buyer/jic/photo copy of brgy cert of jose david/photo copy of or/cr,1,10,DEPT4,5,DEPT3,"January 27, 2021",3:45:42 pm
248,PR: ID Replacement - RFDElaCruz,1,3,DEPT2,35,DEPT6,"January 27, 2021",3:51:08 pm
249,5 COPIES OF PN FAO 1000212801 AND 3 SETS OF STENCIL,1,4,DEPT3,5,DEPT3,"January 28, 2021",10:32:57 am
250,"3 sets of stencils fao: CAYANAN, NIEL",1,11,DEPT4,8,DEPT3,"February 05, 2021",1:48:22 pm
251,3 LTO FORMS W/ STSENCILS,1,11,DEPT4,8,DEPT3,"February 05, 2021",1:49:23 pm
252,"rfp globe telecom inc. 3,179",1,37,DEPT7,,DEPT6,"January 29, 2021",9:49:56 am
253,Small notebook (check deposits) of JIC,1,36,DEPT6,37,DEPT7,"January 28, 2021",8:47:00 am
254,"bcc soa 29,860.92",1,37,DEPT7,36,DEPT6,"January 28, 2021",11:32:17 am
255,"metrobank cc soa 14,074.59",1,37,DEPT7,36,DEPT6,"January 28, 2021",11:32:27 am
256,Doc. Stamp Tax Dec./Ret. - NCMCayanan,1,28,DEPT6,5,DEPT3,"January 28, 2021",10:33:05 am
257,MEMO: Acceptance and Posting of Payment Thru Point of Sale (POS) Machine,1,8,DEPT3,,DEPT4,"February 05, 2021",1:38:02 pm
258,"LSS: CA for Payt of 2021 Annual Registation Fee of Affiliates 1,540.00",1,37,DEPT7,,DEPT6,"January 29, 2021",9:53:20 am
259,"OR/CR & STENCILS FAO: JIMENEZ, CRESENCIO",1,11,DEPT4,31,DEPT5,"February 10, 2021",3:13:44 pm
260,COPY OF OR/CR & 3 SETS OF STENCILS,0,11,DEPT4,31,DEPT5,"January 28, 2021",9:43:39 am
261,rfp fao BAP amounting to 677.4,1,35,DEPT6,10,DEPT4,"January 28, 2021",3:57:11 pm
263,RFP FOR PCV REPLENISHMENT 01.18.2021-01.27.2021,1,37,DEPT7,,DEPT6,"February 04, 2021",8:54:36 am
264,"CHECK NUMBER 895917 MBTC P 14,074.59",1,36,DEPT6,37,DEPT7,"January 28, 2021",11:50:46 am
265,"CHECK NUMBER 895918 P 29,860.92",1,36,DEPT6,37,DEPT7,"January 28, 2021",11:50:08 am
266,"OR CR WITH PN FAO 1000212783 - CADAY, JAY VARGAS",1,5,DEPT3,4,DEPT3,"January 29, 2021",2:42:02 pm
267,"OR CR WITH PN FAO 1000212761 - JAPITANA, RONALD LUSTRE",1,5,DEPT3,4,DEPT3,"January 29, 2021",2:42:08 pm
268,"OR CR WITH PN FAO 1000212271 - CASTRO, ANTONIO MULDONG",1,5,DEPT3,4,DEPT3,"January 29, 2021",2:42:14 pm
269,LSS - Pag-IBIG Contribution,1,37,DEPT7,,DEPT6,"January 29, 2021",9:53:29 am
270,LSS - Pantry and Exec Supplies,1,35,DEPT6,3,DEPT2,"January 28, 2021",6:34:30 pm
271,"RFP - Combe Tires - P 15, 857.14",1,35,DEPT6,3,DEPT2,"January 28, 2021",3:50:38 pm
272,Specimen Signature Card - SSS,1,37,DEPT7,20,DEPT2,"January 29, 2021",10:13:02 am
273,Affidavit - SSS,1,37,DEPT7,20,DEPT2,"January 29, 2021",10:13:08 am
274,"RFP - Mary Ann Soniga - P 17,820.00",1,37,DEPT7,,DEPT6,"January 29, 2021",9:48:56 am
275,PMW (4th Quarter) - LDAGULTO,1,7,DEPT1,,DEPT2,"January 28, 2021",3:50:54 pm
276,Variance Report of Data Center Department (4th Quarter),1,7,DEPT1,,DEPT2,"January 28, 2021",3:51:04 pm
277,"LIQUIDATION FAO 1000212761 - JAPITANA, RONALD LUSTRE",1,37,DEPT7,,DEPT6,"February 02, 2021",9:16:52 am
278,"LIQUIDATION FAO 1000212783 - CADAY, JAY VARGAS",1,37,DEPT7,,DEPT6,"February 02, 2021",9:16:45 am
279,"RFP REIMBURSEMENT FAO 1000212271 - CASTRO, ANTONIO MULDONG",1,35,DEPT6,5,DEPT3,"January 29, 2021",11:47:08 am
280,Checks for Month-end Dues - JAN 2021,1,37,DEPT7,,DEPT6,"January 29, 2021",9:54:05 am
281,PDC CA FOR WRIT OF REPLEVIN FAO 1000205379 BERNARDO REMALYN,1,5,DEPT3,12,DEPT4,"January 28, 2021",4:49:29 pm
282,"REQUEST FOR CANCELLATION OF CHECKS FOR WRIT OF REPLEVIN FAO 1000205379 -BERNARDO, REMALYN SIMON",1,37,DEPT7,,DEPT6,"February 02, 2021",9:18:01 am
283,"SOA FAO 1000200687 PASCUAL, EDWARD MIRANDA",1,28,DEPT6,17,DEPT4,"January 29, 2021",11:58:16 am
284,Commendation - SM. AVDelaFuente,1,3,DEPT2,37,DEPT7,"January 29, 2021",11:14:45 am
285,Doc. Stamp Tax Dec./Ret. - GTMatic Jr.,1,28,DEPT6,5,DEPT3,"January 29, 2021",11:47:19 am
286,Doc. Stamp Tax Dec./Ret. - RNBautista,1,28,DEPT6,5,DEPT3,"January 29, 2021",11:47:27 am
287,Doc. Stamp Tax Dec./Ret. - AGDelaCruz,1,28,DEPT6,5,DEPT3,"January 29, 2021",11:47:36 am
288,recommended guidelines - acting capacity and permanent designation to the new position,1,37,DEPT7,20,DEPT2,"February 02, 2021",3:53:54 pm
289,Sealed Long Brown Envelope - Proposed Job Offer,1,37,DEPT7,20,DEPT2,"February 15, 2021",9:53:40 am
290,Check for Month-end due - JIC,1,28,DEPT6,37,DEPT7,"January 29, 2021",11:14:20 am
291,"soa jic 6,479.47",1,37,DEPT7,,DEPT6,"January 29, 2021",2:38:49 pm
292,"SOA QUANTUM NATIONAL CAPITAL HOLDINGS CORP. 2,500",1,37,DEPT7,,DEPT6,"January 29, 2021",2:39:03 pm
293,"SOA FINANSHARES, INC 12,690",1,37,DEPT7,,DEPT6,"January 29, 2021",2:39:38 pm
295,"RFP: Niña Camille C. San Pedro 14,700.00",1,37,DEPT7,,DEPT6,"February 02, 2021",9:16:35 am
296,"ffernandez hand book, atm & health card",1,13,DEPT5,3,DEPT2,"February 01, 2021",10:02:22 am
297,,0,13,DEPT5,3,DEPT2,"January 29, 2021",2:00:37 pm
298,laptop & cellphone,1,13,DEPT5,2,DEPT1,"January 29, 2021",4:04:21 pm
299,fefernandez turn over report & separation clearance form,1,13,DEPT5,9,DEPT4,"January 29, 2021",2:43:33 pm
300,Last Pay Computation - Gidget Pangilinan,1,28,DEPT6,20,DEPT2,"February 05, 2021",1:45:38 pm
301,"ISSUED PDC fAO :1000203520 - SUPAN, CAROLINA GRIPAL #385529 amount 102,742",1,4,DEPT3,5,DEPT3,"January 29, 2021",4:37:59 pm
302,FEFERNANDEZ Separation Clearance form,1,28,DEPT6,3,DEPT2,"February 01, 2021",8:57:18 am
303,PMW (2021 1st Quarter) - LDAGULTO,1,7,DEPT1,,DEPT2,"February 01, 2021",10:02:33 am
304,"OR CR WITH PN FAO 1000212725 - PADRE JUAN, CLARISSA DE JESUS",1,5,DEPT3,4,DEPT3,"February 01, 2021",5:47:53 pm
305,"LIQUIDATION FAO 1000212725 - PADRE JUAN, CLARISSA DE JESUS",1,37,DEPT7,,DEPT6,"February 02, 2021",9:17:21 am
306,cash for ESC P 16700,1,36,DEPT6,37,DEPT7,"February 01, 2021",9:46:41 am
307,Cash for ESC P 62150,1,36,DEPT6,37,DEPT7,"January 29, 2021",6:46:02 pm
308,PO for Signature - CCTV Repair,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:17:10 am
309,Recommendation - Recruitment Spiels,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:17:22 am
310,Birthday Cards - February 2021,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:16:58 am
311,Airconditioning Unit Operating Hours,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:17:16 am
312,Recommendation - Wearing of Face Shield,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:16:40 am
313,inventory of ROPA,1,35,DEPT6,28,DEPT6,"February 01, 2021",9:48:11 am
314,for uploading in DMS Bidding Report and Unit for Sale,1,10,DEPT4,3,DEPT2,"February 01, 2021",10:02:51 am
315,Booking Status Report for January 2021,1,31,DEPT5,,DEPT2,"February 01, 2021",10:01:08 am
316,Travel & Representation Exp. Form for January 2021-GTB,1,2,DEPT1,,DEPT2,"February 01, 2021",10:01:19 am
317,"LIQUIDATION STATEMENT SLIP/CA REPLEVIN BOND FAO: 1000202698 TUAZON ,JAKE JIBSON CU",3,35,DEPT6,12,DEPT4,"February 11, 2021",4:01:55 pm
318,"CLEARANCE TO RELEASE ORIGINAL OR & CR FAO: AGLIAM, JOVITA BERNARDO",1,12,DEPT4,,DEPT3,"February 01, 2021",4:43:53 pm
319,"DST FAO 1000212871 - BASCOS, BRENDA GRAGASIN",1,5,DEPT3,28,DEPT6,"February 01, 2021",4:05:09 pm
320,Awareness Test - RSDelaCruz,1,3,DEPT2,,DEPT3,"February 01, 2021",5:21:02 pm
321,Awareness Test - BDPuno,1,3,DEPT2,,DEPT3,"February 01, 2021",4:44:54 pm
322,Awareness Test - SJLim,1,3,DEPT2,,DEPT3,"February 02, 2021",8:07:20 am
323,Awareness Test - ASCajucom,1,3,DEPT2,,DEPT4,"February 01, 2021",5:19:53 pm
324,Awareness Test - RFDelaCruz,1,3,DEPT2,,DEPT4,"February 01, 2021",5:19:59 pm
325,Awareness Test - ADDuclayan,1,3,DEPT2,,DEPT4,"February 01, 2021",5:20:05 pm
326,Awareness Test - CSRivera,1,3,DEPT2,,DEPT4,"February 01, 2021",5:20:11 pm
327,Awareness Test - ABJuanani,1,3,DEPT2,,DEPT4,"February 01, 2021",5:20:17 pm
328,Awareness Test - MDSoniga,1,3,DEPT2,,DEPT4,"February 01, 2021",5:20:22 pm
329,Awareness Test - MAGarsula,1,3,DEPT2,,DEPT4,"February 01, 2021",5:20:29 pm
330,Awareness Test - KSVillar,1,3,DEPT2,,DEPT6,"February 01, 2021",6:39:38 pm
331,Awareness Test - NCSanPedro,1,3,DEPT2,,DEPT6,"February 01, 2021",6:39:44 pm
332,Awareness Test - NRGutierrez,1,3,DEPT2,,DEPT6,"February 01, 2021",6:39:50 pm
333,Awareness Test - MCBaena,1,3,DEPT2,,DEPT6,"February 01, 2021",6:39:55 pm
334,Awareness Test - GTBonita,1,3,DEPT2,,DEPT1,"February 05, 2021",10:22:22 am
335,Awareness Test - LVMIcayas,1,3,DEPT2,,DEPT1,"February 05, 2021",10:22:28 am
336,Awareness Test - LDAgulto,1,3,DEPT2,,DEPT1,"February 01, 2021",4:43:15 pm
337,Awareness Test - MLopez,1,3,DEPT2,,DEPT5,"February 10, 2021",3:14:06 pm
338,PO - Fire Extinguisher,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:16:21 am
339,,3,3,DEPT2,37,DEPT7,"February 02, 2021",3:51:41 pm
340,"SOA NASDAC INC. 2,500",1,37,DEPT7,,DEPT6,"February 02, 2021",5:10:55 pm
341,SOA QUARTERLY PHILIPPINE DEPOSITORY & TRUST CORP,1,37,DEPT7,,DEPT6,"February 02, 2021",5:11:06 pm
342,proposed job offer (long envelope),1,37,DEPT7,20,DEPT2,"February 02, 2021",9:18:31 am
343,commendation,1,37,DEPT7,20,DEPT2,"February 02, 2021",9:18:49 am
344,Recommended Change of Designation of SM. LTPunsalan,1,37,DEPT7,20,DEPT2,"February 04, 2021",6:04:15 pm
345,"RFP - JBAlejo - 9,834.09",1,35,DEPT6,3,DEPT2,"February 04, 2021",11:45:26 am
346,"RFP - JBAlejo - P 14,132.34",1,37,DEPT7,,DEPT6,"February 11, 2021",9:24:24 am
347,PR - ID for Newly Hired Partners,1,35,DEPT6,3,DEPT2,"February 04, 2021",9:50:25 am
348,PCV No. 7160 - 7211,1,28,DEPT6,38,DEPT3,"February 02, 2021",12:05:22 pm
349,PMW 02.02.2021 CHARLENE PALO,1,38,DEPT3,3,DEPT2,"February 04, 2021",9:50:36 am
350,EMPLOYEE WEEKLY PROGRESS REPORT 01.25.21-01.29.21,1,38,DEPT3,3,DEPT2,"February 09, 2021",1:49:03 pm
351,CASH COUNT POLICY AND PROCEDURE,1,9,DEPT4,36,DEPT6,"February 05, 2021",10:38:56 am
353,User Access Registration Form - MAMateo,3,3,DEPT2,6,DEPT1,"February 04, 2021",10:53:31 am
354,User Access Registration Form - JCQuimzon,3,3,DEPT2,6,DEPT1,"February 04, 2021",10:53:41 am
355,"Philippine Recorder (National News Paper) January 18-24,2021",1,36,DEPT6,9,DEPT4,"February 02, 2021",4:24:44 pm
356,SUPPLIES REQUISITION SLIP,1,5,DEPT3,35,DEPT6,"February 02, 2021",4:48:00 pm
358,"DST FAO 1000212881 - JIMENEZ, CRESENCIO SALVATIERRA",1,5,DEPT3,28,DEPT6,"February 02, 2021",3:51:00 pm
359,"SOA FAO 1000205492 TULIO, JOVY DAVID",1,28,DEPT6,38,DEPT3,"February 04, 2021",2:14:32 pm
360,Recommended Guidelines - Acting Capacity and Permanent Designation to the New Position,1,3,DEPT2,15,DEPT6,"February 09, 2021",8:48:19 am
361,recommendation - reclassification of remaining leave balances of partners as of 01.16.2021,1,9,DEPT4,,DEPT2,"February 17, 2021",1:28:05 pm
362,ob form of mdsoniga to pampanga 02.03.2021,1,37,DEPT7,20,DEPT2,"February 04, 2021",6:04:21 pm
363,Memo for Proper Safekeeping of Human Resource Files,1,28,DEPT6,9,DEPT4,"February 02, 2021",4:59:18 pm
364,Memo for Proper Safekeeping of Hardcopy Files (Except HR Records),1,28,DEPT6,9,DEPT4,"February 02, 2021",4:59:29 pm
365,RFP: Maria Anjeli S. Cadiz-Baena 751.33,1,37,DEPT7,,DEPT6,"February 04, 2021",8:54:24 am
366,PURCHASE REQUISITION EXECUTIVE OFFICES FOR THE MONTH OF FEB 2021,1,37,DEPT7,,DEPT2,"February 09, 2021",11:03:38 am
367,"SOA TAGAYTAY 8,500",1,37,DEPT7,,DEPT6,"February 04, 2021",11:44:36 am
368,SANTO NINO PARISH DONATION FOR MUSICAL CONCERT,1,37,DEPT7,,DEPT6,"February 09, 2021",11:12:47 am
369,OB PASS FORM (02/03/2020- Renewal of 2021 Business Permit; Inventory of Assets) - NCSANPEDRO,1,35,DEPT6,,DEPT2,"February 04, 2021",1:29:10 pm
370,"OR CR WITH PN FAO 1000212796 - DELA CRUZ, ALBERTO GARCIA",1,5,DEPT3,4,DEPT3,"February 04, 2021",1:07:16 pm
371,"OR CR WITH PN FAO 1000212826 - CABANILLA, MARY ANN ESPIRITU",1,5,DEPT3,4,DEPT3,"February 04, 2021",1:07:22 pm
372,201 File - James Yalung,1,37,DEPT7,,DEPT2,"February 04, 2021",6:04:36 pm
373,"RFP - Jedd B. Alejo 2,000.00",1,28,DEPT6,3,DEPT2,"February 10, 2021",3:18:11 pm
374,"CLEARANCE FAO 1000200687 - PASCUAL, EDWARD MIRANDA",1,9,DEPT4,,DEPT3,"February 05, 2021",2:33:07 pm
375,"CLEARANCE FAO 1000201543 - MANINGAS, JAY SAN PEDRO",1,9,DEPT4,,DEPT3,"February 05, 2021",2:32:58 pm
376,"RCM FAO 1000205379 - BERNARDO, REMALYN SIMON",1,5,DEPT3,4,DEPT3,"February 18, 2021",10:48:42 am
377,"RCM FAO 1000199859 - ANTONIO, CHRISTOPHER IAN LACTAO",1,5,DEPT3,4,DEPT3,"February 18, 2021",10:37:12 am
378,"RCM FAO 1000206316 - VILLANUEVA, JONEL CAPILI",1,5,DEPT3,4,DEPT3,"February 10, 2021",3:34:32 pm
379,"RFP SANTO NINO PARISH DONATION 2,000",1,35,DEPT6,37,DEPT7,"February 04, 2021",4:12:35 pm
380,"RCM FAO 1000204640 - CRUZ, RAFAEL MANIEGO",1,5,DEPT3,4,DEPT3,"February 10, 2021",3:34:19 pm
381,"RCM FAO 1000205221 - MANABAT, JAYMEE TIAMZON",1,5,DEPT3,4,DEPT3,"February 10, 2021",3:34:27 pm
382,"LSS FAO 1000212796 - DELA CRUZ, ALBERTO P 7, 705.00",1,37,DEPT7,,DEPT6,"February 09, 2021",11:13:27 am
383,"LSS FAO 1000212826 - CABANILLA, MARY ANN P 7,705.00",3,35,DEPT6,8,DEPT3,"February 04, 2021",3:20:48 pm
384,PERSONNEL REQUISITION FORM Mr. Carlo S. Rivera,1,17,DEPT4,3,DEPT2,"February 04, 2021",1:44:49 pm
385,,1,17,DEPT4,3,DEPT2,"February 09, 2021",1:50:14 pm
386,Request for secretary's certificate/ board resolution for legal cases,1,17,DEPT4,,DEPT6,"February 04, 2021",1:46:13 pm
387,request for secretary's certificate deed of sale FAO; Jay S. Maningas,1,37,DEPT7,,DEPT6,"February 09, 2021",9:47:36 am
388,"LSS: CA FOR RF FAO 1000212826 - CABANILLA, MARY ANN ESPIRITU 7,319.00",1,37,DEPT7,,DEPT6,"February 09, 2021",11:13:36 am
389,AMENDMENT OF BANK SIGNATORY IN EQUICOM REQUIREMENTS,1,37,DEPT7,,DEPT6,"February 05, 2021",6:30:13 pm
390,"CLEARANCE FAO 1000198232 - CADIZ, JOSE FABIAN IMPERIAL",1,9,DEPT4,,DEPT3,"February 05, 2021",2:32:52 pm
391,"RFP: Mary Ann D. Soniga 3,166.00",1,37,DEPT7,,DEPT6,"February 09, 2021",11:12:27 am
392,"Check number 895923 Tagaytay Country Club P 8,500.00",1,36,DEPT6,37,DEPT7,"February 04, 2021",4:14:58 pm
393,"Check number 895924 Encore SOA (JIC) P 6,479.47",1,37,DEPT7,,DEPT6,"February 09, 2021",9:55:46 am
394,"Check number 224 Encore SOA (FINANSHARES) P 12,690.00",1,37,DEPT7,,DEPT6,"February 09, 2021",9:55:28 am
395,"Check number 3241705433 Encore SOA (NASDAC) P 2,500.00",1,37,DEPT7,,DEPT6,"February 09, 2021",9:55:12 am
396,"Check number 3241705768 Encore SOA (QUANTUM) P 2,500.00",1,37,DEPT7,,DEPT6,"February 09, 2021",9:55:03 am
397,"PETRON - OR NUMBER 42353 P 1,036.55 WITH TRANSMITTAL AND SOA",1,36,DEPT6,37,DEPT7,"February 04, 2021",4:16:23 pm
398,"Approved RFP - JBAlejo - P 14,132.24",1,3,DEPT2,28,DEPT6,"February 04, 2021",6:52:01 pm
399,Birthday Cards - February,1,37,DEPT7,,DEPT2,"February 09, 2021",11:02:57 am
400,Long Envelope (sealed) - last pay,1,37,DEPT7,,DEPT2,"February 09, 2021",11:02:33 am
401,"RFP - JJAKE United Holdings - February 2021- P 130,000",1,37,DEPT7,,DEPT6,"February 09, 2021",11:12:00 am
402,Doc. Stamp Tax Dec./Ret. - BGBascos,1,28,DEPT6,5,DEPT3,"February 05, 2021",2:53:47 pm
403,Doc. Stamp Tax Dec./Ret. - CSJimenez,1,28,DEPT6,5,DEPT3,"February 05, 2021",2:53:41 pm
404,VERBAL REPRIMAND TO KSVILLAR - AUDIT COMPLIANCE FOR 3RD QTR,1,36,DEPT6,3,DEPT2,"February 05, 2021",9:40:05 am
405,CASH COUNT POLICY AND PROCEDURE,1,35,DEPT6,20,DEPT2,"February 09, 2021",4:08:55 pm
406,Request for Payment- GBonita-5500 (installation of Converge),1,37,DEPT7,,DEPT6,"February 09, 2021",11:13:07 am
407,"Commendation - ABJuanani FAO Nulud, Democrito Dungca",1,40,DEPT2,10,DEPT4,"February 05, 2021",1:20:55 pm
408,"Commendation - ADDuclayan FAO Bernardo, Remalyn Simon",1,40,DEPT2,10,DEPT4,"February 05, 2021",1:20:13 pm
409,"Commendation - ADDuclayan FAO Nulud, Democrito Dungca",1,40,DEPT2,10,DEPT4,"February 05, 2021",1:20:20 pm
410,Recommendation - Boarding House Rental,1,37,DEPT7,20,DEPT2,"February 05, 2021",3:31:16 pm
411,Written Reprimand - 3rd Quarter Audit Compliance - SJLim,1,40,DEPT2,9,DEPT4,"February 05, 2021",10:36:10 am
412,"POST FIELD VISIT OF RESIDENCE AND BUSINESSES FAO: SAHAGUN, AMADO BRIONES",1,37,DEPT7,,DEPT4,"February 11, 2021",9:18:20 am
413,Permanency - NRGutierrez,1,40,DEPT2,36,DEPT6,"February 05, 2021",10:40:36 am
414,COMMENDATION FAO AJUANANI,1,29,DEPT4,3,DEPT2,"February 09, 2021",1:50:26 pm
415,Request for Secretary's Certificate- Authorization to Mr. Reogelio f. Dela Cruz II,1,35,DEPT6,9,DEPT4,"February 05, 2021",12:20:34 pm
416,Relassification of Stale Checks to Income Policy and Procedure,1,9,DEPT4,37,DEPT7,"February 11, 2021",9:23:31 am
417,RFP FOR PCV REPLENISHMENT 01.28.21-02.03.21,1,38,DEPT3,35,DEPT6,"February 08, 2021",9:33:01 am
418,Secretary's Certificate: Board Resolution No.21-01-111 (Legal cases- 2 original copies),1,35,DEPT6,10,DEPT4,"February 05, 2021",1:20:28 pm
419,Last Pay Computation - Melvin Santiago,1,28,DEPT6,20,DEPT2,"February 17, 2021",10:09:58 am
420,Last Pay Computation - Camille Reyes,1,28,DEPT6,20,DEPT2,"March 17, 2021",4:12:36 pm
421,"RFF - ASTRON CORPORATE SECURITY AGENCY 6,657.55",1,37,DEPT7,,DEPT6,"February 15, 2021",9:56:40 am
422,"RFP - Ang Tiaga Trading - P 6,733.69",1,37,DEPT7,,DEPT6,"February 15, 2021",9:59:04 am
423,Request for Secretary's Certificate- Authorization to Mr. Rogelio f. Dela Cruz II,1,37,DEPT7,,DEPT6,"February 09, 2021",9:47:17 am
424,Last Pay Computation - Francisco Fernandez Jr.,1,28,DEPT6,20,DEPT2,"February 11, 2021",9:19:08 am
425,Sealed Long Brown Envelope - Confidentiality Agreement,1,37,DEPT7,20,DEPT2,"February 15, 2021",10:08:57 am
426,Confidentiality Agreement - MKCadiz (for signature),1,37,DEPT7,20,DEPT2,"February 15, 2021",9:55:56 am
427,"3 LTO FORMS W/ STSENCILS FAO: Galvez, Dandy",1,11,DEPT4,38,DEPT3,"February 05, 2021",4:33:11 pm
428,"LSS CA FOR RENEWAL OF 2021 BUSINESS PERMIT OF PAMPANGA HUB P 10,219.00",1,37,DEPT7,,DEPT6,"February 15, 2021",9:57:38 am
430,PR of Zonrox and UV LIght,1,20,DEPT2,35,DEPT6,"February 11, 2021",3:05:47 pm
431,star/ar fao magarsula,1,10,DEPT4,3,DEPT2,"February 05, 2021",4:53:40 pm
432,"COMMENDATION FAO: NULUD, DEMOCRITO DUNGCA AND BERNARDO, REMALYN SIMON",1,12,DEPT4,,DEPT2,"February 08, 2021",9:04:51 am
433,"RFP fAO 1000212881 - JIMENEZ, CRESENCIO SALVATIERRA",1,5,DEPT3,35,DEPT6,"February 08, 2021",11:54:41 am
434,MEMO: Acceptance and Posting of Payment Thru Point of Sale (POS) Machine,1,35,DEPT6,40,DEPT2,"February 11, 2021",9:46:15 am
435,"DST FAO 1000212917 - DE GUZMAN, CESAR PANGILINAN",1,5,DEPT3,28,DEPT6,"February 08, 2021",1:51:23 pm
436,list of vs unit last 2020,1,10,DEPT4,35,DEPT6,"February 08, 2021",10:32:40 am
437,"RFP - A.G Combe Tires - P 15,857.14",1,35,DEPT6,3,DEPT2,"February 08, 2021",3:05:32 pm
438,"RFP - CELCOR - 20,885.43",1,35,DEPT6,40,DEPT2,"February 08, 2021",10:51:31 am
439,"LSS - Messengers Salary - P 14,132.24 (January 16-31,2021)",1,35,DEPT6,37,DEPT7,"February 09, 2021",9:35:56 am
440,"RFP: Rellie Ann S. Dela Cruz 6,065.00 (FAO 1000212881 - JIMENEZ, CRESENCIO SALVATIERRA)",1,37,DEPT7,,DEPT6,"February 15, 2021",9:58:52 am
441,"OR CR WITH PN FAO 1000212779 - YUSON, WOODY PABILONIA (8,694.00)",1,5,DEPT3,4,DEPT3,"February 08, 2021",3:55:03 pm
442,"LIQUIDATION FAO 1000212779 - YUSON, WOODY PABILONIA",1,5,DEPT3,35,DEPT6,"February 09, 2021",8:54:48 am
443,DDI Awareness Test Result - MAGarsula,1,3,DEPT2,10,DEPT4,"February 08, 2021",3:10:30 pm
444,DDI Awareness Test Result - MDSoniga,1,3,DEPT2,10,DEPT4,"February 08, 2021",3:10:41 pm
445,DDI Awareness Test Result - 4th Quarter 2020 - GTBonita,1,3,DEPT2,2,DEPT1,"February 08, 2021",3:09:08 pm
446,DDI Awareness Test Result - 4th Quarter 2020 - SJLim,1,3,DEPT2,8,DEPT3,"February 09, 2021",2:32:19 pm
447,DDI Awareness Test Result - 4th Quarter 2020 - MCBaena,1,3,DEPT2,36,DEPT6,"February 08, 2021",3:10:40 pm
448,DDI Awareness Test Result - 4th Quarter 2020 - KSVillar,1,3,DEPT2,36,DEPT6,"February 08, 2021",3:10:50 pm
449,4th Quarter Awareness Test - RSDelaCruz,1,5,DEPT3,3,DEPT2,"February 09, 2021",9:22:31 am
450,"RFP FOR MERCANTILE SEPTEMBER 2020 REMITTANCE OF INSURANCE PREMIUM 521,439.27",1,37,DEPT7,36,DEPT6,"February 17, 2021",6:28:19 pm
451,"RFP: Charlene B. Palo 5,176.00 (Petty Cash Replenishment 01/08/2021-02/03/2021)",1,37,DEPT7,,DEPT6,"February 11, 2021",9:23:56 am
452,"rfp fao atty villarin amounting to 28,833",1,37,DEPT7,36,DEPT6,"February 17, 2021",6:28:28 pm
453,Pay Advice: AR (Confi & Non Confi) and AP (Confi ),1,28,DEPT6,20,DEPT2,"February 11, 2021",9:19:39 am
454,"ORIGINAL OR/CR FAO CAYANAN, NEIL CHRISTOPHER MANINANG",1,4,DEPT3,5,DEPT3,"February 08, 2021",5:25:59 pm
455,STATUS OF TRUCK ACCOUNTS,1,37,DEPT7,9,DEPT4,"March 05, 2021",9:18:34 am
